country,target,par,mean,hpd_l,hpd_r,non_trivial,gni,median_age
HTI,impact,avs_week,-0.36427383021701143,-1.093720398118486,0.4303271884096431,0,1760.0,23.3
HUN,impact,avs_week,-0.7864619583876085,-1.5326903379594878,-0.012649261282916324,1,19670.0,43.0
IDN,impact,avs_week,-0.26388456122096926,-0.9737127840913591,0.5507411354983955,0,4810.0,29.6
IND,impact,avs_week,-0.1902436933630327,-0.9088494546755609,0.6086768295079543,0,2540.0,27.7
IRL,impact,avs_week,-0.991451773699136,-1.7641928388835997,-0.24511732764867356,1,78970.0,38.0
IRN,impact,avs_week,-0.2807783542122324,-1.0432119939897788,0.47601806826566473,0,4650.0,32.3
IRQ,impact,avs_week,-0.540231453139123,-1.1831327761654888,0.342516058830854,0,5640.0,20.1
ISL,impact,avs_week,-1.9284396642327808,-2.6676076556960124,-1.1334854092628897,1,80400.0,35.7
ISR,impact,avs_week,-1.033626838435468,-1.7753978660237646,-0.2631049958243694,1,54650.0,29.1
ITA,impact,avs_week,-0.3831074466114597,-1.147501202141239,0.38271508229314155,0,37920.0,47.1
JAM,impact,avs_week,-1.1159097262037319,-1.9095707914958018,-0.37407354390647996,1,6200.0,31.2
JOR,impact,avs_week,-0.7737048636621067,-1.462880645277505,0.07334983206837276,0,4420.0,23.9
JPN,impact,avs_week,-0.382573421676341,-1.0267611966948151,0.49178166293479064,0,39350.0,48.5
KAZ,impact,avs_week,-0.6352026043312506,-1.3956745896074372,0.12800982053151677,0,10730.0,29.3
KEN,impact,avs_week,-0.35890685554288604,-1.1148252659462126,0.4068286770734706,0,2110.0,19.3
KGZ,impact,avs_week,-0.9634424113988551,-1.7473927118149999,-0.23477974518927347,1,1760.0,25.0
KHM,impact,avs_week,-0.4535681878768887,-1.2652093188910465,0.26016518432612057,0,2390.0,25.6
KIR,impact,avs_week,-2.868187599353604,-3.651172822596138,-2.128468939249249,1,3740.0,22.5
KOR,impact,avs_week,-0.3126913381847214,-1.0579260660572751,0.4664176955002215,0,35490.0,43.9
KWT,impact,avs_week,-0.9167108512043263,-1.6339379965913592,-0.11779181087938806,1,41320.0,33.5
LAO,impact,avs_week,-0.7488666191706066,-1.4998443096739686,0.016552949996281985,0,2110.0,24.0
LBN,impact,avs_week,-0.9722719477132638,-1.7457155477231572,-0.23164975508386387,1,,28.1
LBR,impact,avs_week,-0.8355725287230975,-1.6500440778840926,-0.12660247556741266,1,710.0,18.2
LBY,impact,avs_week,-0.9013247287088351,-1.7040798775943657,-0.19317503931068059,1,5940.0,26.9
LCA,impact,avs_week,-2.078124440004088,-2.8279937708784977,-1.302197873693888,1,12350.0,33.3
LKA,impact,avs_week,-0.7397397414230935,-1.5377218269235913,-0.009406656250492418,1,3540.0,32.6
LSO,impact,avs_week,-1.3755388662333428,-2.081208586929934,-0.5714951138411299,1,1250.0,21.3
LTU,impact,avs_week,-1.2850127436949446,-2.0125994074506965,-0.4925637029377108,1,25080.0,42.6
LUX,impact,avs_week,-1.6421082834122662,-2.4236867952664722,-0.9047431545279148,1,83980.0,38.7
LVA,impact,avs_week,-1.3969022226483474,-2.1296290527987347,-0.6067066215057726,1,22630.0,42.9
MAC,impact,avs_week,-1.3668737263515596,-2.078106327423053,-0.5520635620172274,1,,37.8
MAR,impact,avs_week,-0.5711010193794206,-1.2132002622081672,0.3199177537089284,0,3760.0,28.9
MCO,impact,avs_week,-1.7798017421764143,-2.5252849575264227,-0.9975213662881055,1,,55.0
MDA,impact,avs_week,-1.0403473273734936,-1.7757414890584136,-0.2656779710497843,1,6200.0,37.5
MDG,impact,avs_week,-0.42125427545224436,-1.2542985136473495,0.27500108947601243,0,510.0,18.7
MDV,impact,avs_week,-1.900111162173691,-2.5640719865110793,-1.0379972187690205,1,11070.0,30.3
MEX,impact,avs_week,-0.27794561580487787,-1.012300889118067,0.5138934362412417,0,11980.0,28.5
MKD,impact,avs_week,-1.198723108138634,-1.9586472569531121,-0.431561586478304,1,7900.0,39.9
MLI,impact,avs_week,-0.5144863404319424,-1.2897777730778732,0.22745922414319542,0,840.0,15.3
MLT,impact,avs_week,-1.842321435151885,-2.6259098419761275,-1.1024223100030945,1,34750.0,39.7
MMR,impact,avs_week,-0.33854290073623483,-1.0985179520705692,0.41859642279461307,0,1230.0,29.3
MNE,impact,avs_week,-1.7661871906646531,-2.5469824442762556,-1.023195804080801,1,11590.0,39.1
MNG,impact,avs_week,-1.1486195097149412,-1.9500322954828844,-0.41639343926509387,1,4870.0,26.6
MOZ,impact,avs_week,-0.4882100773492162,-1.2088859316849858,0.3148686363001394,0,540.0,16.2
MRT,impact,avs_week,-1.0654060378170427,-1.7951850043909519,-0.2615088949504707,1,2130.0,17.0
MUS,impact,avs_week,-1.5674918805069644,-2.258376657055101,-0.7250850905911275,1,11590.0,36.5
MWI,impact,avs_week,-0.5605014947295694,-1.3343092527077949,0.18212719607737204,0,600.0,17.3
MYS,impact,avs_week,-0.4978792047066911,-1.1632093061446662,0.3617384683696845,0,11710.0,29.6
NAM,impact,avs_week,-1.1921216172174849,-1.944851781962082,-0.43530052766449323,1,4280.0,20.8
NER,impact,avs_week,-0.4624633593606169,-1.2295131143654656,0.290815304890105,0,620.0,15.1
NGA,impact,avs_week,-0.18361426237296552,-0.9344525813956911,0.579532881551772,0,1880.0,17.6
NIC,impact,avs_week,-0.8608797335403706,-1.585851564448853,-0.06283761927945264,1,2350.0,24.9
NLD,impact,avs_week,-0.6445480227716016,-1.302580780401334,0.2182060372318253,0,62540.0,41.5
NOR,impact,avs_week,-0.9077364760650242,-1.6738350343855477,-0.1620283736693815,1,102910.0,39.4
NPL,impact,avs_week,-0.4176782164054871,-1.198932702326831,0.32179795476070483,0,1430.0,24.4
NZL,impact,avs_week,-0.9357899785916151,-1.709863761837935,-0.18480260642457091,1,48220.0,37.1
OMN,impact,avs_week,-0.36446625436497615,-1.1556709118932484,0.35884168123880356,0,20470.0,29.0
PAK,impact,avs_week,-0.26645574113780257,-0.9717809825382615,0.5564237071627327,0,1460.0,20.1
PAN,impact,avs_week,-0.9543733094126583,-1.7254973472895343,-0.2092729957270092,1,17870.0,29.3
PER,impact,avs_week,-0.48947452963391713,-1.2308163574067823,0.28588680840003544,0,7090.0,29.1
PHL,impact,avs_week,-0.28480512852395923,-1.0186376372645936,0.5031146368370005,0,4320.0,24.9
PNG,impact,avs_week,-0.6643048017552267,-1.458277331744197,0.059368077140970366,0,2820.0,22.1
POL,impact,avs_week,-0.668882800359045,-1.3998548054605484,0.11618390720727545,0,19900.0,40.9
PRI,impact,avs_week,-1.2279238052537542,-1.988237521144184,-0.4647136561599323,1,25240.0,45.2
PRK,impact,avs_week,-0.4558386296820478,-1.241682064997146,0.2848078733607535,0,,35.8
PRT,impact,avs_week,-0.8213274753794095,-1.5729681792052452,-0.055741675007639824,1,26150.0,45.8
PRY,impact,avs_week,-0.8469011581881629,-1.5929923302801767,-0.05813415968457436,1,6220.0,26.0
PSE,impact,avs_week,-0.607238296544643,-1.2836752514094893,0.24413925009559456,0,4180.0,19.6
QAT,impact,avs_week,0.3876104964364848,-0.3860741321429534,1.130288679977434,0,79430.0,32.5
ROU,impact,avs_week,-0.5977585313307012,-1.3436524927472344,0.16700045245628892,0,16660.0,42.4
RUS,impact,avs_week,-0.27123080170679614,-1.0160875654009354,0.49761061627445313,0,14250.0,39.1
RWA,impact,avs_week,-0.681780388803934,-1.4129945571695504,0.10965141695649816,0,990.0,19.2
SAU,impact,avs_week,-0.32008830878366634,-1.128401488477996,0.3906698319820374,0,31860.0,28.7
SDN,impact,avs_week,-0.40529745004503903,-1.1222075417188466,0.39740918404003533,0,880.0,18.1
SEN,impact,avs_week,-0.7135974002490717,-1.4060467702257584,0.11763096663317185,0,1630.0,18.9
SGP,impact,avs_week,-0.6423682336446404,-1.363227028998267,0.15481678709937063,0,70590.0,34.9
SLB,impact,avs_week,-1.6427706594677889,-2.4313828254797714,-0.8994968235575409,1,2100.0,20.0
SLE,impact,avs_week,-0.8016088541538451,-1.534078483830735,-0.015744242126677133,1,870.0,19.0
SLV,impact,avs_week,-0.9671187215461774,-1.6368401324324329,-0.11191421377599031,1,4960.0,26.5
SRB,impact,avs_week,-0.9838326429215556,-1.6900363740771756,-0.16963799915461353,1,10760.0,43.7
SSD,impact,avs_week,-0.7414463053448721,-1.4548724457022317,0.07106679895100942,0,,17.6
STP,impact,avs_week,-1.5538513221602572,-2.296712232539768,-0.7658441686085107,1,2580.0,18.9
SUR,impact,avs_week,-1.9322900337926847,-2.630655054153865,-1.1122297227547047,1,5200.0,27.9
SVK,impact,avs_week,-0.941778695103699,-1.719824323297704,-0.19474213180148414,1,22790.0,40.9
SVN,impact,avs_week,-1.4854215459429876,-2.1742774232858206,-0.6522598919235927,1,30860.0,43.5
SWE,impact,avs_week,-0.7577106056988232,-1.5139070657301041,-0.002911921009559393,1,60480.0,39.7
SWZ,impact,avs_week,-1.487995289935365,-2.1889111431802557,-0.6634710297054034,1,3690.0,21.8
SYC,impact,avs_week,-2.245721457142337,-3.056901069748593,-1.5349081355873628,1,16940.0,33.4
SYR,impact,avs_week,-0.5708406122924912,-1.2729446274606353,0.23234452568196162,0,,21.6
TCD,impact,avs_week,-0.5845374040969231,-1.3052963733667722,0.2057928942530276,0,670.0,15.1
TGO,impact,avs_week,-0.8798772672741824,-1.5247054336029424,0.0016240941686502808,0,1000.0,18.7
THA,impact,avs_week,-0.3116596425917322,-1.1136876427418123,0.40408315824766916,0,7200.0,39.2
TJK,impact,avs_week,-0.5192358456134136,-1.2387405311024167,0.290031607655894,0,1400.0,21.7
TKM,impact,avs_week,-0.8818164258101484,-1.6745130879098395,-0.16468257502571548,1,8250.0,25.9
TLS,impact,avs_week,-1.3881522859933597,-2.157711663354958,-0.6402325396296269,1,2020.0,20.6
TON,impact,avs_week,-2.3293125102782204,-3.1188356036212683,-1.593390067308921,1,,20.7
TTO,impact,avs_week,-1.4937745157032956,-2.2885995567595896,-0.7707139161733791,1,21000.0,36.2
TUN,impact,avs_week,-0.7662986882142391,-1.4719282531789277,0.040338334638540196,0,3840.0,31.7
TUR,impact,avs_week,-0.3887533708311435,-1.0787730316325348,0.44624011769417615,0,11730.0,32.1
TWN,impact,avs_week,-0.5529172411971657,-1.230849533931638,0.29519558592744155,0,,42.9
TZA,impact,avs_week,-0.36076273889005095,-1.1062288016683515,0.4170537379333452,0,1220.0,17.1
UGA,impact,avs_week,-0.3854312737454073,-1.1477766549439643,0.3727330541741811,0,970.0,16.3
UKR,impact,avs_week,-0.40682338790816,-1.1586980218092593,0.3703479626475561,0,4950.0,41.5
URY,impact,avs_week,-1.1626576343545567,-1.839721181231066,-0.3177043461794007,1,19700.0,35.5
USA,impact,avs_week,-0.21764010383480392,-0.9504521500029753,0.5654629651096146,0,80450.0,37.7
UZB,impact,avs_week,-0.4474782927615575,-1.1870890399187575,0.3373858844320299,0,2700.0,26.8
VCT,impact,avs_week,-2.3483348277464877,-3.043558430245663,-1.5238979496313036,1,10300.0,33.6
VEN,impact,avs_week,-0.5949171775991386,-1.2746597486807416,0.2384073969904419,0,,28.8
VNM,impact,avs_week,-0.3405990478012002,-1.0554120856835016,0.47422898303582683,0,4110.0,31.9
VUT,impact,avs_week,-2.1198905055263095,-2.881347976832615,-1.3701252794607912,1,3820.0,20.1
WSM,impact,avs_week,-1.6587823831298736,-2.3757955011210816,-0.8555552629753937,1,4200.0,20.1
YEM,impact,avs_week,-0.46293954297428863,-1.1928367368234094,0.3290136875988463,0,,18.1
ZAF,impact,avs_week,-0.43819725069348636,-1.134055748981202,0.3962614002305913,0,6480.0,27.9
ZMB,impact,avs_week,-0.7506194522381124,-1.3934927656252638,0.11898767490278739,0,1290.0,17.3
ZWE,impact,avs_week,-0.7376750561992269,-1.4392711283059025,0.07987517845227554,0,2060.0,17.7
AFG,demand,bxm_resist_h3,2.2952705884932167,0.9778438741930993,3.4977815769353806,1,380.0,16.8
AGO,demand,bxm_resist_h3,1.6385372948037658,0.39887176592273565,2.8782028236847954,1,2120.0,16.4
ALB,demand,bxm_resist_h3,0.7745459943525113,-0.45793201211152357,2.0653168795006556,0,7680.0,35.9
ARE,demand,bxm_resist_h3,1.3895284287660645,0.226900609032614,2.6732633130550827,1,49020.0,30.9
ARG,demand,bxm_resist_h3,0.9389385596573532,-0.24425986268344602,2.1966346604418328,0,12890.0,31.7
ARM,demand,bxm_resist_h3,0.8379115623506919,-0.3788948868107198,2.104048002694323,0,6780.0,35.8
ATG,demand,bxm_resist_h3,0.5118776623425791,-0.7363867709008112,1.751562958587733,0,20200.0,35.1
AUS,demand,bxm_resist_h3,0.8670700944787177,-0.36214459446584657,2.1006130041590025,0,63150.0,37.5
AUT,demand,bxm_resist_h3,0.7104372211427741,-0.5441062839022544,1.9402199991145452,0,55030.0,42.8
AZE,demand,bxm_resist_h3,1.3448527638743046,0.09610774752888762,2.5349319069685947,1,6660.0,32.1
BDI,demand,bxm_resist_h3,1.5198038994270489,0.2965792709678623,2.7807306568455945,1,220.0,15.7
BEL,demand,bxm_resist_h3,0.6780465223425374,-0.5989521558260869,1.9286245382042244,0,54580.0,41.2
BEN,demand,bxm_resist_h3,1.5745152828774427,0.3180039266370218,2.777992068886936,1,1390.0,17.6
BFA,demand,bxm_resist_h3,1.8260301741714438,0.5999166570716672,3.069292132069819,1,860.0,17.0
BGD,demand,bxm_resist_h3,1.4745465261363715,0.24187825374422345,2.675607919749233,1,2880.0,25.0
BGR,demand,bxm_resist_h3,0.668490114403935,-0.5408927073309591,1.949013102123235,0,14280.0,44.2
BHR,demand,bxm_resist_h3,1.632658167150359,0.4051288350326101,2.88064632147007,1,28300.0,31.7
BHS,demand,bxm_resist_h3,0.746677716897596,-0.46107471898025976,2.0397836818127555,0,33330.0,34.2
BIH,demand,bxm_resist_h3,0.8570118124331354,-0.375253660088569,2.101477933197629,0,8280.0,44.6
BLR,demand,bxm_resist_h3,0.6837599558438088,-0.5009163251791899,1.926225323745978,0,7790.0,40.2
BLZ,demand,bxm_resist_h3,0.7308767121079001,-0.43733757002938467,2.030720772514175,0,6890.0,25.5
BOL,demand,bxm_resist_h3,1.0570593992539536,-0.16779725173158688,2.256833661482111,0,3620.0,24.4
BRA,demand,bxm_resist_h3,1.1396204101784915,-0.07525185386920175,2.4001022131494762,0,9280.0,33.5
BRB,demand,bxm_resist_h3,0.5177769724523196,-0.7095680362871324,1.820780235155162,0,22870.0,38.7
BRN,demand,bxm_resist_h3,1.074233458253552,-0.10604933144827466,2.3315793854273186,0,34480.0,31.3
BTN,demand,bxm_resist_h3,0.9856962923625292,-0.2702116773023724,2.2626060675402218,0,,28.8
BWA,demand,bxm_resist_h3,0.9388059448484443,-0.30155455188335356,2.18751903751783,0,8340.0,22.6
CAF,demand,bxm_resist_h3,1.5844787075184923,0.3890953922084519,2.8581052943760987,1,530.0,14.3
CAN,demand,bxm_resist_h3,0.8330082519735158,-0.42064522806276017,2.0174946434560668,0,54040.0,40.3
CHE,demand,bxm_resist_h3,0.6703298025141269,-0.5230304060962534,1.924222775329381,0,95070.0,42.0
CHL,demand,bxm_resist_h3,0.9101885275553703,-0.30410654130965953,2.1791058659541216,0,15800.0,35.5
CHN,demand,bxm_resist_h3,1.1876940116208776,-0.020320593831859135,2.4129045545177816,0,13390.0,38.5
CIV,demand,bxm_resist_h3,1.550745155131015,0.32137817053770523,2.7377201747383486,1,2470.0,18.0
CMR,demand,bxm_resist_h3,1.610471394612499,0.32181033621867483,2.8079731498402003,1,1690.0,17.6
COD,demand,bxm_resist_h3,1.7784928958433184,0.5489135200657425,2.983883824884286,1,630.0,15.8
COG,demand,bxm_resist_h3,1.2605848677020834,0.053149431433862304,2.4637080345550606,1,2450.0,18.2
COL,demand,bxm_resist_h3,1.1455427656327264,-0.08311872333365988,2.365874346199341,0,6810.0,31.2
COM,demand,bxm_resist_h3,1.4256968809067074,0.14654296394248711,2.6342481466099152,1,1610.0,20.1
CPV,demand,bxm_resist_h3,1.1895207266971943,-0.057796192809043356,2.4083971952700645,0,4780.0,27.3
CRI,demand,bxm_resist_h3,0.8380180177961574,-0.3382757764431763,2.1091047185309684,0,14260.0,33.5
CUB,demand,bxm_resist_h3,0.7861580740964556,-0.41836093552870857,2.070978351029964,0,,41.5
CYP,demand,bxm_resist_h3,0.5697097715659583,-0.5953932710576595,1.9276291627927806,0,32960.0,37.3
CZE,demand,bxm_resist_h3,0.7018001142737837,-0.5455779176036537,1.9574939996970708,0,27370.0,42.6
DEU,demand,bxm_resist_h3,0.756539621062752,-0.4912766640472763,2.0129025930570954,0,54800.0,45.0
DJI,demand,bxm_resist_h3,1.4112659411160962,0.12142832629274114,2.630141615965351,1,3400.0,24.1
DNK,demand,bxm_resist_h3,0.615655360587545,-0.591595230632441,1.8773999021056547,0,73340.0,41.2
DOM,demand,bxm_resist_h3,0.9103280278886028,-0.3275223662595308,2.1567746053294314,0,9710.0,27.3
DZA,demand,bxm_resist_h3,1.4874480891269943,0.23404453947548354,2.6913751828712087,1,4950.0,28.0
ECU,demand,bxm_resist_h3,1.096790608174003,-0.06622942405434662,2.3773283440073083,0,6590.0,28.0
EGY,demand,bxm_resist_h3,1.3755409642222918,0.17423739207167088,2.6145160769630014,1,3840.0,23.8
ERI,demand,bxm_resist_h3,1.319957495178978,0.06609754603410889,2.511124446866604,1,,18.4
ESP,demand,bxm_resist_h3,0.7863748279559348,-0.40732727135254443,2.034147057198248,0,32830.0,44.4
EST,demand,bxm_resist_h3,0.5398348518475329,-0.6984469250840077,1.7738466916172406,0,27620.0,41.6
ETH,demand,bxm_resist_h3,1.6029823444467972,0.4111405159322641,2.8282793821827905,1,1110.0,18.5
FIN,demand,bxm_resist_h3,0.49296798109337336,-0.6619251702806341,1.8098785170126552,0,53230.0,42.5
FJI,demand,bxm_resist_h3,0.9988085075675053,-0.25873212940498913,2.196261878609573,0,5680.0,27.5
FRA,demand,bxm_resist_h3,0.7915769390942828,-0.4620582544473728,2.0197144676825483,0,45180.0,41.6
GAB,demand,bxm_resist_h3,1.1096801430545091,-0.18281825978004518,2.319059677539574,0,7930.0,21.5
GBR,demand,bxm_resist_h3,0.7461317069896043,-0.4563179473716361,1.978011947296749,0,47700.0,39.5
GEO,demand,bxm_resist_h3,0.8378346813837281,-0.3649813647737261,2.1176994422416597,0,6710.0,36.6
GHA,demand,bxm_resist_h3,1.2002885175821465,0.0729316963866391,2.4711271160207184,1,2360.0,20.7
GIN,demand,bxm_resist_h3,1.825419402446423,0.5615623781447892,3.0277249482918083,1,1350.0,17.8
GMB,demand,bxm_resist_h3,2.0134403029439447,0.7548587696692128,3.2074791934866393,1,870.0,18.0
GNB,demand,bxm_resist_h3,1.645967328954158,0.4144436584640614,2.9216172547386883,1,940.0,18.7
GNQ,demand,bxm_resist_h3,1.4779427173364468,0.27224926039892283,2.7213140948032692,1,4840.0,21.0
GRC,demand,bxm_resist_h3,0.7971972158069747,-0.45452877934891456,2.0019300848648616,0,22590.0,45.4
GTM,demand,bxm_resist_h3,1.4520913859677316,0.22363513387505862,2.680547638060405,1,5480.0,22.2
GUY,demand,bxm_resist_h3,0.7412613041691825,-0.48451066987222036,2.0476203630091545,0,13600.0,25.3
HKG,demand,bxm_resist_h3,0.8307792943160939,-0.3875094247236426,2.0704414996547733,0,55170.0,45.6
HND,demand,bxm_resist_h3,1.1633217418603659,-0.022096664012574152,2.4482460723138812,0,2890.0,23.2
HRV,demand,bxm_resist_h3,0.7101419251060932,-0.46378604800182055,1.9685251480778847,0,20590.0,44.6
HTI,demand,bxm_resist_h3,1.4522242140723338,0.22140964868834057,2.6582572781398714,1,1760.0,23.3
HUN,demand,bxm_resist_h3,0.6828829571577972,-0.5229904590804733,1.9379756965078343,0,19670.0,43.0
IDN,demand,bxm_resist_h3,1.3187267232194433,0.10189058150262476,2.55625735714233,1,4810.0,29.6
IND,demand,bxm_resist_h3,1.5700988783260894,0.27933904486778083,2.7442480103193176,1,2540.0,27.7
IRL,demand,bxm_resist_h3,0.7446734530002574,-0.505966143473469,1.974043668581574,0,78970.0,38.0
IRN,demand,bxm_resist_h3,1.1147233850541372,-0.06653888062518365,2.3477197645588292,0,4650.0,32.3
IRQ,demand,bxm_resist_h3,1.9309854188969529,0.6865395394870113,3.1547594398449355,1,5640.0,20.1
ISL,demand,bxm_resist_h3,0.5579453010947137,-0.6757882123370393,1.8220877391533055,0,80400.0,35.7
ISR,demand,bxm_resist_h3,0.8737827211178884,-0.37576171065543407,2.106939684933528,0,54650.0,29.1
ITA,demand,bxm_resist_h3,0.7943761327592238,-0.449856464981476,2.001651326606636,0,37920.0,47.1
JAM,demand,bxm_resist_h3,0.8452931787995595,-0.4075608126067398,2.0333443775469124,0,6200.0,31.2
JOR,demand,bxm_resist_h3,1.3546017506179828,0.16264204152539397,2.5999941363250674,1,4420.0,23.9
JPN,demand,bxm_resist_h3,0.8463694680231537,-0.4381071678132844,2.046288080810798,0,39350.0,48.5
KAZ,demand,bxm_resist_h3,1.0513530976258183,-0.20900850417728734,2.253287340404939,0,10730.0,29.3
KEN,demand,bxm_resist_h3,1.2908023501192387,0.113813798379919,2.5838884120641374,1,2110.0,19.3
KGZ,demand,bxm_resist_h3,1.1377542215158862,-0.06426297225258848,2.3523360549404773,0,1760.0,25.0
KHM,demand,bxm_resist_h3,1.4638902963310572,0.2917488304487108,2.7344231991305343,1,2390.0,25.6
KIR,demand,bxm_resist_h3,1.2284358880334985,-0.014367572332821599,2.4885606509833216,0,3740.0,22.5
KOR,demand,bxm_resist_h3,0.7727978228557375,-0.4400397532794251,2.023145839489925,0,35490.0,43.9
KWT,demand,bxm_resist_h3,1.18957483971625,0.025866694127704593,2.4594458336742777,1,41320.0,33.5
LAO,demand,bxm_resist_h3,1.4083428466337273,0.12201892425592664,2.6314049367634396,1,2110.0,24.0
LBN,demand,bxm_resist_h3,1.0934021761691883,-0.1891924658358919,2.2816253060534937,0,,28.1
LBR,demand,bxm_resist_h3,1.3980744127983007,0.12908113061543558,2.6339994661294948,1,710.0,18.2
LBY,demand,bxm_resist_h3,1.4192729352068607,0.19395663354628057,2.690278997268344,1,5940.0,26.9
LCA,demand,bxm_resist_h3,0.5075812602477336,-0.7359565067909082,1.8222979567128297,0,12350.0,33.3
LKA,demand,bxm_resist_h3,1.1022698870382004,-0.14548281463987944,2.341417397670224,0,3540.0,32.6
LSO,demand,bxm_resist_h3,0.9467293748474432,-0.22985858275972948,2.226001372391243,0,1250.0,21.3
LTU,demand,bxm_resist_h3,0.6367529993221446,-0.5898850355853242,1.8934136434756001,0,25080.0,42.6
LUX,demand,bxm_resist_h3,0.36467851714398236,-0.8904532086199317,1.594454046427817,0,83980.0,38.7
LVA,demand,bxm_resist_h3,0.6003116958396686,-0.6574613696313856,1.797780573240193,0,22630.0,42.9
MAC,demand,bxm_resist_h3,0.762597023808314,-0.49622720364406003,2.003876662724766,0,,37.8
MAR,demand,bxm_resist_h3,1.4040690233113198,0.1272361296054334,2.5789184590534773,1,3760.0,28.9
MCO,demand,bxm_resist_h3,0.27011969292491056,-1.0130899693019977,1.5577089103130035,0,,55.0
MDA,demand,bxm_resist_h3,0.7248459804391185,-0.4760820889217645,1.9997442569707804,0,6200.0,37.5
MDG,demand,bxm_resist_h3,1.5281193833164584,0.2954396207232117,2.796702439965819,1,510.0,18.7
MDV,demand,bxm_resist_h3,1.1816927339697152,-0.13542961172427237,2.327203047651457,0,11070.0,30.3
MEX,demand,bxm_resist_h3,1.2326439108267184,0.035894241540107785,2.471532652975534,1,11980.0,28.5
MKD,demand,bxm_resist_h3,0.8111458878802891,-0.38971449214162046,2.097476757583473,0,7900.0,39.9
MLI,demand,bxm_resist_h3,1.7747916364104133,0.5444328759282349,3.0260748656082748,1,840.0,15.3
MLT,demand,bxm_resist_h3,0.5440510556033544,-0.6990544083251407,1.754762891807328,0,34750.0,39.7
MMR,demand,bxm_resist_h3,1.3365800062954376,0.15078082708357377,2.6275032262175726,1,1230.0,29.3
MNE,demand,bxm_resist_h3,0.6715410631765564,-0.49903582424939863,1.981572958851813,0,11590.0,39.1
MNG,demand,bxm_resist_h3,0.933566254823416,-0.30967063655394256,2.155873232204523,0,4870.0,26.6
MOZ,demand,bxm_resist_h3,1.4609111066241005,0.2648330489593298,2.722979677815203,1,540.0,16.2
MRT,demand,bxm_resist_h3,1.5359592144456955,0.29871948443516905,2.7856543779798186,1,2130.0,17.0
MUS,demand,bxm_resist_h3,0.8501535341447761,-0.4769218597264344,2.072238786095797,0,11590.0,36.5
MWI,demand,bxm_resist_h3,1.3605766048453525,0.1682211337987738,2.5820139166491645,1,600.0,17.3
MYS,demand,bxm_resist_h3,1.421815499515809,0.15875943826289762,2.5961619377375795,1,11710.0,29.6
NAM,demand,bxm_resist_h3,1.155890359922398,-0.04904760731792024,2.402812228460288,0,4280.0,20.8
NER,demand,bxm_resist_h3,1.8181048172190506,0.6076896695739333,3.032781990031932,1,620.0,15.1
NGA,demand,bxm_resist_h3,1.6819721242741272,0.42100351770779976,2.8828946067182484,1,1880.0,17.6
NIC,demand,bxm_resist_h3,1.3187092493800086,0.1395697481499527,2.6131993539912663,1,2350.0,24.9
NLD,demand,bxm_resist_h3,0.644566427782201,-0.5115708082316122,1.9431263667832233,0,62540.0,41.5
NOR,demand,bxm_resist_h3,0.6376481041620412,-0.5945681546907808,1.8698643630148633,0,102910.0,39.4
NPL,demand,bxm_resist_h3,1.3838387371368195,0.17093095628803612,2.6505615389788932,1,1430.0,24.4
NZL,demand,bxm_resist_h3,0.6981938492538871,-0.5315562682531818,1.9608469799384025,0,48220.0,37.1
OMN,demand,bxm_resist_h3,2.269591948104572,1.0113875920118,3.477635333190323,1,20470.0,29.0
PAK,demand,bxm_resist_h3,2.2591331137165307,0.9421019921081408,3.424828361102839,1,1460.0,20.1
PAN,demand,bxm_resist_h3,1.0015665400719542,-0.20602893527798782,2.2311182967918954,0,17870.0,29.3
PER,demand,bxm_resist_h3,1.0884493274256632,-0.12395155964531979,2.364243724931731,0,7090.0,29.1
PHL,demand,bxm_resist_h3,1.4131562002186482,0.1905983642448934,2.6479805027740797,1,4320.0,24.9
PNG,demand,bxm_resist_h3,1.5528252088356962,0.3173656312133879,2.796386160737495,1,2820.0,22.1
POL,demand,bxm_resist_h3,0.5858958925968167,-0.6624660789017018,1.89270959520229,0,19900.0,40.9
PRI,demand,bxm_resist_h3,0.6722157187144409,-0.5542630685911818,1.9243351775316797,0,25240.0,45.2
PRK,demand,bxm_resist_h3,1.2035032520643787,-0.005300702269254831,2.4204473003665887,0,,35.8
PRT,demand,bxm_resist_h3,0.7632207054619751,-0.4363774505308209,1.9967297633909635,0,26150.0,45.8
PRY,demand,bxm_resist_h3,1.1840096454592506,-0.09879146478497258,2.390098396951328,0,6220.0,26.0
PSE,demand,bxm_resist_h3,1.624647524174701,0.434901907109559,2.8382676352277714,1,4180.0,19.6
QAT,demand,bxm_resist_h3,2.0296997873157623,0.804668867158354,3.358196156810789,1,79430.0,32.5
ROU,demand,bxm_resist_h3,0.8563060569528798,-0.3999450589097959,2.0720329432715983,0,16660.0,42.4
RUS,demand,bxm_resist_h3,0.9213841505446045,-0.27466275262682593,2.1908346542716823,0,14250.0,39.1
RWA,demand,bxm_resist_h3,1.3210891856098157,0.14883059122357523,2.594915311639629,1,990.0,19.2
SAU,demand,bxm_resist_h3,1.1702680826620737,-0.05138973369588795,2.4046074680479728,0,31860.0,28.7
SDN,demand,bxm_resist_h3,1.886474876564138,0.6103772822460285,3.0766812866492974,1,880.0,18.1
SEN,demand,bxm_resist_h3,2.317802525628742,1.019844142183825,3.556377192184022,1,1630.0,18.9
SGP,demand,bxm_resist_h3,0.8914018836336335,-0.3815629985630147,2.104882425540719,0,70590.0,34.9
