country,target,par,mean,hpd_l,hpd_r,non_trivial,gni,median_age
ARG,impact,treat_bxm2564,-0.9465799585630705,-5.47172033569313,2.972629940717667,0,12890.0,31.7
ARM,impact,treat_bxm2564,-5.408528084452977,-9.611125609984324,-1.3332819990892446,1,6780.0,35.8
ATG,impact,treat_bxm2564,-3.6746156558868552,-7.891941957643024,0.568039932966947,0,20200.0,35.1
AUS,impact,treat_bxm2564,-1.5409951476801087,-5.8344528493967776,2.510398173227607,0,63150.0,37.5
AUT,impact,treat_bxm2564,-2.6019094138287127,-6.81606072332797,1.6251292085436315,0,55030.0,42.8
AZE,impact,treat_bxm2564,-2.4979109221942775,-6.62835837813444,1.6194654974929108,0,6660.0,32.1
BDI,impact,treat_bxm2564,-0.0768855712116494,-4.3194240743203185,3.8889656382160194,0,220.0,15.7
BEL,impact,treat_bxm2564,-6.994615066885219,-11.164218048677666,-2.894737887463883,1,54580.0,41.2
BEN,impact,treat_bxm2564,0.14806173319261973,-3.9849789994143183,4.177126598312588,0,1390.0,17.6
BFA,impact,treat_bxm2564,0.7854623155508715,-3.7069190590086727,4.756065683433528,0,860.0,17.0
BGD,impact,treat_bxm2564,1.1656613902208885,-2.934100640812293,5.467880805502624,0,2880.0,25.0
BGR,impact,treat_bxm2564,-3.9168808390734497,-8.127791020049383,0.2668621794445727,0,14280.0,44.2
BHR,impact,treat_bxm2564,0.5055623652072505,-3.584867518646522,4.431276951724632,0,28300.0,31.7
BHS,impact,treat_bxm2564,-1.7585654814482794,-6.023733438769927,2.2674341792011266,0,33330.0,34.2
BIH,impact,treat_bxm2564,-2.612270433796109,-6.716593551254332,1.6033144549185128,0,8280.0,44.6
BLR,impact,treat_bxm2564,-2.1021725986803226,-6.348956505161503,1.959968529258198,0,7790.0,40.2
BLZ,impact,treat_bxm2564,-1.2786249885971674,-5.7127854237176425,2.6887817165106256,0,6890.0,25.5
BOL,impact,treat_bxm2564,-0.6050209134285716,-4.618719352085273,3.5923107871274578,0,3620.0,24.4
BRA,impact,treat_bxm2564,0.9458187299782548,-3.0008227161347136,5.456266096964502,0,9280.0,33.5
BRB,impact,treat_bxm2564,-2.110549188489278,-6.5116927598710035,1.8570488967563374,0,22870.0,38.7
BRN,impact,treat_bxm2564,-0.9180357763080096,-5.089062865968831,3.1345709858861,0,34480.0,31.3
BTN,impact,treat_bxm2564,-0.9010938208162784,-5.02925548066106,3.3774313431950347,0,,28.8
BWA,impact,treat_bxm2564,-1.8052920130297565,-5.911393467367462,2.451954280117926,0,8340.0,22.6
CAF,impact,treat_bxm2564,-0.441134789037644,-4.683225768228803,3.660022935030886,0,530.0,14.3
CAN,impact,treat_bxm2564,-0.9809170445901927,-5.448321578156197,2.8310898178837913,0,54040.0,40.3
CHE,impact,treat_bxm2564,-2.594570556691295,-6.860473475648892,1.4357917102993198,0,95070.0,42.0
CHL,impact,treat_bxm2564,-1.2701433157853685,-5.398618083724571,2.9230410880149496,0,15800.0,35.5
CHN,impact,treat_bxm2564,2.285311328429666,-2.129568705883324,6.419476447266106,0,13390.0,38.5
CIV,impact,treat_bxm2564,0.5953471934224979,-3.479162347787197,4.758986630846152,0,2470.0,18.0
CMR,impact,treat_bxm2564,0.5104626356328588,-3.680348558145056,4.714129078471441,0,1690.0,17.6
COD,impact,treat_bxm2564,1.358643601871547,-3.3461468393538176,5.391321122921857,0,630.0,15.8
COG,impact,treat_bxm2564,-0.44878314109080364,-4.6121322689771596,3.7145659867955523,0,2450.0,18.2
COL,impact,treat_bxm2564,-0.09793785289014245,-4.3695251673127995,3.96007009581138,0,6810.0,31.2
COM,impact,treat_bxm2564,-0.46120326024949243,-4.71185818022351,3.432945118049286,0,1610.0,20.1
CPV,impact,treat_bxm2564,-0.8525559762584489,-4.953195299558846,3.2353878692608333,0,4780.0,27.3
CRI,impact,treat_bxm2564,-1.7178564725177026,-5.879809946812854,2.3776121219963766,0,14260.0,33.5
CUB,impact,treat_bxm2564,-1.507686471724723,-5.698491984912186,2.5802771883783855,0,,41.5
CYP,impact,treat_bxm2564,-1.349622177920713,-5.588792171680796,2.743826347303866,0,32960.0,37.3
CZE,impact,treat_bxm2564,-2.1020733016107265,-6.254450431453446,2.187882588558109,0,27370.0,42.6
DEU,impact,treat_bxm2564,-1.3675262236203292,-5.532828768746098,2.7977763215054434,0,54800.0,45.0
DJI,impact,treat_bxm2564,-3.6271578314500967,-7.767776012329831,0.526731561547841,0,3400.0,24.1
DNK,impact,treat_bxm2564,-3.8680421210760496,-8.045470013248933,0.18849557486031898,0,73340.0,41.2
DOM,impact,treat_bxm2564,-1.1340959016599097,-5.408632941325232,2.9182174998576738,0,9710.0,27.3
DZA,impact,treat_bxm2564,1.3967875881820042,-2.7745411382972343,5.443599039243951,0,4950.0,28.0
ECU,impact,treat_bxm2564,-0.583134059867529,-4.920080964903505,3.3464026813620382,0,6590.0,28.0
EGY,impact,treat_bxm2564,1.8120358655437752,-2.2708961569153043,6.05150202304921,0,3840.0,23.8
ERI,impact,treat_bxm2564,-1.4211009976739604,-5.559757238686091,2.71755524333817,0,,18.4
ESP,impact,treat_bxm2564,-0.7216680856140592,-4.961127574049276,3.388932451804889,0,32830.0,44.4
EST,impact,treat_bxm2564,-1.800210597350576,-5.590769838514937,2.799720723777707,0,27620.0,41.6
ETH,impact,treat_bxm2564,0.9069763541991005,-3.367458859139864,4.920775274041786,0,1110.0,18.5
FIN,impact,treat_bxm2564,-5.353947415805667,-9.575822910547638,-1.1186264577046465,1,53230.0,42.5
FJI,impact,treat_bxm2564,-0.8751866331218121,-5.103825408915926,3.218351862295494,0,5680.0,27.5
FRA,impact,treat_bxm2564,-0.8155541868720562,-5.212831999227907,3.0369281443069625,0,45180.0,41.6
GAB,impact,treat_bxm2564,-0.6616649021074608,-4.874742486549335,3.4847500623274232,0,7930.0,21.5
GBR,impact,treat_bxm2564,-0.32716896461074363,-4.442891222971342,3.7333086996779024,0,47700.0,39.5
GEO,impact,treat_bxm2564,-6.274789083808127,-10.641608820019133,-2.193301318997271,1,6710.0,36.6
GHA,impact,treat_bxm2564,0.23437756928919384,-4.110393634663771,4.3043289079318825,0,2360.0,20.7
GIN,impact,treat_bxm2564,0.2616234457849007,-4.06633663763642,4.273866076312263,0,1350.0,17.8
GMB,impact,treat_bxm2564,0.5240800722938062,-3.4411399539926038,4.790109893677805,0,870.0,18.0
GNB,impact,treat_bxm2564,-0.05397230212193804,-4.461601703492798,4.04880665073912,0,940.0,18.7
GNQ,impact,treat_bxm2564,-1.061323711417682,-5.422585607671653,2.917371351831555,0,4840.0,21.0
GRC,impact,treat_bxm2564,-3.4693862274553364,-7.745184956753926,0.5343162190697086,0,22590.0,45.4
GTM,impact,treat_bxm2564,-0.18709412282145976,-4.575305733409887,3.937824791131664,0,5480.0,22.2
GUY,impact,treat_bxm2564,-1.2609358053702042,-5.476535668602825,2.8746210224845807,0,13600.0,25.3
HKG,impact,treat_bxm2564,-5.386770520085106,-9.518301720528997,-1.306403792711727,1,55170.0,45.6
HND,impact,treat_bxm2564,-0.6766539594859058,-4.738000436580361,3.571114978852229,0,2890.0,23.2
HRV,impact,treat_bxm2564,-6.642182776162347,-10.702704275251548,-2.4785369215407194,1,20590.0,44.6
HTI,impact,treat_bxm2564,-0.2683528021797823,-4.406861668620865,3.897383096277359,0,1760.0,23.3
HUN,impact,treat_bxm2564,-2.2447194884095847,-6.364441207030648,1.9912326235268054,0,19670.0,43.0
IDN,impact,treat_bxm2564,1.0521020941764974,-3.238630782275272,5.080137039416934,0,4810.0,29.6
IND,impact,treat_bxm2564,2.926475533241021,-1.151938756501739,7.0813600909164585,0,2540.0,27.7
IRL,impact,treat_bxm2564,-3.318493571377523,-7.592911850664082,0.6992028893332645,0,78970.0,38.0
IRN,impact,treat_bxm2564,0.5385770706067685,-3.3318713618910376,4.972931897243328,0,4650.0,32.3
IRQ,impact,treat_bxm2564,2.1967611961919413,-1.848029558276039,6.318840945968228,0,5640.0,20.1
ISL,impact,treat_bxm2564,-2.0864697326735353,-6.278181913719218,2.1186774233113947,0,80400.0,35.7
ISR,impact,treat_bxm2564,-5.668066183265351,-9.874952047674954,-1.528598361554618,1,54650.0,29.1
ITA,impact,treat_bxm2564,-0.5443387550512924,-4.777560765236801,3.5109099574086997,0,37920.0,47.1
JAM,impact,treat_bxm2564,-3.021525585264804,-7.11130798635784,1.2630083587374266,0,6200.0,31.2
JOR,impact,treat_bxm2564,0.09411188255101344,-4.117835399831732,4.051560839714256,0,4420.0,23.9
JPN,impact,treat_bxm2564,-1.3096738722866625,-5.512784993845793,2.9066962748925285,0,39350.0,48.5
KAZ,impact,treat_bxm2564,-0.6885763191873853,-4.938941806266254,3.378131399931286,0,10730.0,29.3
KEN,impact,treat_bxm2564,0.21895885478085475,-4.187330799291683,4.27533727161822,0,2110.0,19.3
KGZ,impact,treat_bxm2564,-0.9225447837894727,-4.958808775560932,3.212855516551814,0,1760.0,25.0
KHM,impact,treat_bxm2564,-0.09448975507935131,-4.266476200787677,4.077496690628973,0,2390.0,25.6
KIR,impact,treat_bxm2564,-1.9603277679924815,-6.121391376050877,2.131152836586679,0,3740.0,22.5
KOR,impact,treat_bxm2564,-0.7424430393142885,-4.973826057981118,3.3999919879691554,0,35490.0,43.9
KWT,impact,treat_bxm2564,-1.5623800488396924,-5.6376998789126525,2.6339888850968194,0,41320.0,33.5
LAO,impact,treat_bxm2564,-0.2406415402223292,-4.719527572005131,3.632277557848683,0,2110.0,24.0
LBN,impact,treat_bxm2564,-3.0320967926232676,-7.027656690141191,1.177272330179898,0,,28.1
LBR,impact,treat_bxm2564,-1.022325901947589,-5.284243935018507,3.1613918002412937,0,710.0,18.2
LBY,impact,treat_bxm2564,-0.2729212925400475,-4.248237000726647,3.9508516474082143,0,5940.0,26.9
LCA,impact,treat_bxm2564,-1.5843193746768929,-5.592886488138779,2.659232707505174,0,12350.0,33.3
LKA,impact,treat_bxm2564,-6.713318564130812,-10.901026186483133,-2.6169316687456785,1,3540.0,32.6
LSO,impact,treat_bxm2564,-2.024561502329467,-6.322655091776566,2.1332382310822666,0,1250.0,21.3
LTU,impact,treat_bxm2564,-1.3601504014583128,-5.6346370189133275,2.7459473492484747,0,25080.0,42.6
LUX,impact,treat_bxm2564,-2.2016571800370244,-6.449637691174477,1.9404546579256632,0,83980.0,38.7
LVA,impact,treat_bxm2564,-1.7312767827101325,-5.843520499825653,2.489183874329477,0,22630.0,42.9
MAC,impact,treat_bxm2564,-1.269607910393077,-5.2544635994119115,3.057182590224734,0,,37.8
MAR,impact,treat_bxm2564,0.5890793358946418,-3.510418601542016,4.675963433523801,0,3760.0,28.9
MCO,impact,treat_bxm2564,-3.1594237639564113,-7.541514878915214,0.7258605094808956,0,,55.0
MDA,impact,treat_bxm2564,-6.045639482620123,-10.311359520148144,-1.9221101130097011,1,6200.0,37.5
MDG,impact,treat_bxm2564,0.6847166945972383,-3.5504991583235093,4.634120434744194,0,510.0,18.7
MDV,impact,treat_bxm2564,-0.7900320464215618,-5.224939826104802,3.1331556048366895,0,11070.0,30.3
MEX,impact,treat_bxm2564,0.771730827492533,-3.279316969045606,4.925336796094927,0,11980.0,28.5
MKD,impact,treat_bxm2564,-2.805625961305159,-6.9478808365671,1.2201279955900421,0,7900.0,39.9
MLI,impact,treat_bxm2564,0.17997738532484497,-3.9504157010599688,4.257075077046631,0,840.0,15.3
MLT,impact,treat_bxm2564,-1.8148034766167616,-5.933936099315588,2.3304823690833274,0,34750.0,39.7
MMR,impact,treat_bxm2564,0.9845043160749984,-3.264853270144771,5.120713327513769,0,1230.0,29.3
MNE,impact,treat_bxm2564,-1.6229366059721055,-5.741644263160653,2.5855871060461,0,11590.0,39.1
MNG,impact,treat_bxm2564,-1.8772864667582514,-6.258002086776672,2.2194938815923084,0,4870.0,26.6
MOZ,impact,treat_bxm2564,0.422512971586988,-3.720418885586664,4.512668626758428,0,540.0,16.2
MRT,impact,treat_bxm2564,0.06888771489057177,-4.104968087832889,4.26891189255274,0,2130.0,17.0
MUS,impact,treat_bxm2564,-1.2288260005253004,-5.4999486074819455,2.793366147743688,0,11590.0,36.5
MWI,impact,treat_bxm2564,0.08870610848366134,-4.100655601692907,4.183469328430435,0,600.0,17.3
MYS,impact,treat_bxm2564,0.5956474298945782,-3.7639639942483925,4.520576190046754,0,11710.0,29.6
NAM,impact,treat_bxm2564,-2.195166278544729,-6.368448733697871,1.9515347596966102,0,4280.0,20.8
NER,impact,treat_bxm2564,0.5552038404540571,-3.8176897918524677,4.494747653342817,0,620.0,15.1
NGA,impact,treat_bxm2564,1.7863996982494772,-2.335876100013783,5.947811026243087,0,1880.0,17.6
NIC,impact,treat_bxm2564,-0.10993709114605288,-4.228582207188106,4.086174704194599,0,2350.0,24.9
NLD,impact,treat_bxm2564,-0.8085068679015901,-5.100474563890852,3.22722395071518,0,62540.0,41.5
NOR,impact,treat_bxm2564,-4.276112674591019,-8.543511107991387,-0.2713233755537523,1,102910.0,39.4
NPL,impact,treat_bxm2564,0.09208435031848339,-4.398870140502897,3.930721429065253,0,1430.0,24.4
NZL,impact,treat_bxm2564,-3.5915588336193736,-7.936534275867633,0.4520310288197589,0,48220.0,37.1
OMN,impact,treat_bxm2564,-0.5681877772242956,-4.690362036913362,3.4617972817688507,0,20470.0,29.0
PAK,impact,treat_bxm2564,2.5675650645346426,-1.7351195698781066,6.6787355460803575,0,1460.0,20.1
PAN,impact,treat_bxm2564,-1.6085073280277467,-5.989835246313172,2.510465625090889,0,17870.0,29.3
PER,impact,treat_bxm2564,-0.34623028353098206,-4.5363567245838965,3.7501872594792136,0,7090.0,29.1
PHL,impact,treat_bxm2564,1.131574156553194,-3.1714375315976024,5.253133544601248,0,4320.0,24.9
PNG,impact,treat_bxm2564,0.38342001777118995,-3.9905651908402895,4.373024708050146,0,2820.0,22.1
POL,impact,treat_bxm2564,-1.045234420314836,-5.382546419718839,2.9644860383486815,0,19900.0,40.9
PRI,impact,treat_bxm2564,-5.763081028617975,-9.91017029862392,-1.548668880852194,1,25240.0,45.2
PRK,impact,treat_bxm2564,-0.29605804217276166,-4.513086607170104,3.7239131132452634,0,,35.8
PRT,impact,treat_bxm2564,-2.1551964457539743,-6.373047798180856,1.9578635687244148,0,26150.0,45.8
PRY,impact,treat_bxm2564,-1.2920698468291807,-5.332902420997245,3.0854987751862204,0,6220.0,26.0
PSE,impact,treat_bxm2564,-0.3942582588198391,-4.632975045695808,3.593646883862286,0,4180.0,19.6
QAT,impact,treat_bxm2564,-1.8998446332045003,-6.2388897861412325,2.0873860478724975,0,79430.0,32.5
ROU,impact,treat_bxm2564,-1.595980954422643,-5.777078522284178,2.3891276649453843,0,16660.0,42.4
RUS,impact,treat_bxm2564,0.18088758588935683,-3.9972690653673517,4.2955464156983965,0,14250.0,39.1
RWA,impact,treat_bxm2564,-0.48792614493209996,-4.71386909070938,3.7380168008451804,0,990.0,19.2
SAU,impact,treat_bxm2564,0.32616173960884076,-3.9354096396276397,4.318864262111157,0,31860.0,28.7
SDN,impact,treat_bxm2564,1.319206100285168,-3.063324763025543,5.311879923608119,0,880.0,18.1
SEN,impact,treat_bxm2564,1.7380608674595113,-2.516757711461733,5.722341848877091,0,1630.0,18.9
SGP,impact,treat_bxm2564,-5.909065035161651,-10.28311518404239,-1.9084094111853673,1,70590.0,34.9
SLB,impact,treat_bxm2564,-2.0548918618193817,-6.317665873220966,2.0135307508860816,0,2100.0,20.0
SLE,impact,treat_bxm2564,0.39688428283912636,-3.7303840843558618,4.549473314863533,0,870.0,19.0
SLV,impact,treat_bxm2564,-1.3794927168998754,-5.699259755680634,2.4961861216323946,0,4960.0,26.5
SRB,impact,treat_bxm2564,-3.5787546702702144,-7.7401069112521546,0.6084444790408057,0,10760.0,43.7
SSD,impact,treat_bxm2564,-0.22462628213530955,-4.247348912961421,3.936810922167563,0,,17.6
STP,impact,treat_bxm2564,-1.5386265513553319,-5.621536672017539,2.6483067570944456,0,2580.0,18.9
SUR,impact,treat_bxm2564,-1.2279967951057404,-5.68704853682998,2.712560558045915,0,5200.0,27.9
SVK,impact,treat_bxm2564,-2.962928995792769,-7.38217439595298,0.9550288664388216,0,22790.0,40.9
SVN,impact,treat_bxm2564,-1.542585403314579,-5.940969445712689,2.446339463965387,0,30860.0,43.5
SWE,impact,treat_bxm2564,-2.5105237592650873,-6.5721519327372135,1.6737710368957917,0,60480.0,39.7
SWZ,impact,treat_bxm2564,-4.398518714053699,-8.6489223526497,-0.31709136690034967,1,3690.0,21.8
SYC,impact,treat_bxm2564,-3.977739684882332,-8.090033073106104,0.30213932731294335,0,16940.0,33.4
SYR,impact,treat_bxm2564,0.21195797297402663,-3.8862036475375987,4.417261073760466,0,,21.6
TCD,impact,treat_bxm2564,0.5277771743357178,-3.7259260707079846,4.610278740786331,0,670.0,15.1
TGO,impact,treat_bxm2564,-0.24373158460330124,-4.382971222334017,3.856086723244264,0,1000.0,18.7
THA,impact,treat_bxm2564,-0.14689781410887193,-4.402267546536711,3.8963662618739647,0,7200.0,39.2
TJK,impact,treat_bxm2564,0.3416382334524908,-3.837122288647576,4.481100067256948,0,1400.0,21.7
TKM,impact,treat_bxm2564,-0.8380754041347309,-4.927923534379917,3.3697491144829126,0,8250.0,25.9
TLS,impact,treat_bxm2564,-4.22144936333248,-8.525555396798861,-0.21141268618989173,1,2020.0,20.6
TON,impact,treat_bxm2564,-2.5423613064468107,-7.071091069267821,1.4566924607226195,0,,20.7
TTO,impact,treat_bxm2564,-0.7134738489366015,-4.929821992936379,3.450497299485537,0,21000.0,36.2
TUN,impact,treat_bxm2564,-0.23576654390954133,-4.357402882018398,3.885869794199314,0,3840.0,31.7
TUR,impact,treat_bxm2564,0.2847781613541862,-3.8784753634304696,4.301719261945131,0,11730.0,32.1
TWN,impact,treat_bxm2564,-1.3466115299295573,-5.532550628915461,2.735651058864743,0,,42.9
TZA,impact,treat_bxm2564,0.746609085503513,-3.3588521650230145,4.915231278345836,0,1220.0,17.1
UGA,impact,treat_bxm2564,1.0145556937839633,-3.598628592189403,4.8113618617339515,0,970.0,16.3
UKR,impact,treat_bxm2564,-0.6350250167758933,-4.807710240057954,3.406029757822191,0,4950.0,41.5
URY,impact,treat_bxm2564,-4.808816182585666,-9.209751951442172,-0.7594344544366329,1,19700.0,35.5
USA,impact,treat_bxm2564,0.3554113216184298,-3.8857674990579127,4.43151431993312,0,80450.0,37.7
UZB,impact,treat_bxm2564,0.48753129114511395,-3.8462154359932406,4.502229179475737,0,2700.0,26.8
VCT,impact,treat_bxm2564,-2.3090088152288093,-6.3764446494937665,1.9800501253903278,0,10300.0,33.6
VEN,impact,treat_bxm2564,-0.11768048283576427,-4.400778422362176,3.8020030860641647,0,,28.8
VNM,impact,treat_bxm2564,0.6980014420766008,-3.5747449068507002,4.778281739250419,0,4110.0,31.9
VUT,impact,treat_bxm2564,-1.234655922785409,-5.6317798981461245,2.6975153663589158,0,3820.0,20.1
WSM,impact,treat_bxm2564,-0.871110747217573,-5.006778925575514,3.195629628167733,0,4200.0,20.1
YEM,impact,treat_bxm2564,1.6177437993951624,-2.6209826140698116,5.7116689999777925,0,,18.1
ZAF,impact,treat_bxm2564,-0.25809231947558686,-4.631345380608657,3.683994946897883,0,6480.0,27.9
ZMB,impact,treat_bxm2564,0.015300730577262556,-4.1587874393440725,4.150620279725334,0,1290.0,17.3
ZWE,impact,treat_bxm2564,-0.48199208498213153,-4.487155357280198,3.770242947620039,0,2060.0,17.7
AFG,impact,treat_bxm0524,-2.894257611441555,-5.9831371228691115,0.3673552937171465,0,380.0,16.8
AGO,impact,treat_bxm0524,-3.539726435741418,-6.591008218697296,-0.2002128231252147,1,2120.0,16.4
ALB,impact,treat_bxm0524,-6.633313657300628,-9.455153411428167,-3.189879831459681,1,7680.0,35.9
